Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation_notused	N1	Sentence Raw Text
I	1	I	I		I	0	colony	He 'd spent a lifetime at it -- colony colony to , world to world : Palestinians versus Poles , Chinese versus Californians , Cubans versus Mexicans .
F	1	F	F		F	0	colors	This method usually converts out of gamut colors colors to that have the same lightness but fall just inside the gamut . 
J	1	J	J		J	0	com	I tried to contact your mama , com com to .
I	1	I	J	I	I	0	comer	He saw a flurry of white and gray ; half his brain had it down as a male heron while the other half was clearing the room , comer comer to .
I	1	I	I		I	0	commission	She had never meant to find herself , at forty-two , still living commission commission to and renting out the extra bedroom , but fortunes kept reversing on her .
F	1	F	F		F	0	commitment	"Mixing identification and desire , one appeal of the DL is what Leo Bersani would call the "" gay commitment commitment to , Bersani argues in "" Is the Rectum a Grave ? "
F	1	F	F		F	0	communities	These studies shed light on Dominican migration strategies and transnational ties which link Dominican sending communities communities to in the United States .
I	1	I	I		I	0	community	Chowder recipes vary not only state by state , but community community to .
F	1	F	F		F	0	community	The effects of culturally based childcare practice upon the community community to members and to outside observers that there is a positive ripple effect .
I	1	I	I		I	0	company	I learned that company company to , the boot molds are very different .
I	1	I	I		I	0	company	to job and company company to does your last pay check jump with you ?
J	1	J	J		J	0	company	H-1b and L-1 discourages competition at the company company to level , the very same level where competition is needed ( between tech companies ) to force them to hire ( in order to build a more competitive product ) .
I	1	I	I		I	0	company	 Hunter Lovins , President of Natural Capitalism Solutions , pointed out local support and ethical practices vary company company to , mine to mine . 
I	1	I	I		I	0	company	It does vary company company to .
F	1	J	F	F	F	0	computer	The internet itself ( the communication of computer computer to ) was invented in the 50 ?
J	1	J	J		J	0	computer	A Skype account allows people to talk computer computer to over the Internet , using it as a telephone .
J	1	J	J		J	0	computer	And it 's sort of computer -- computer computer to , talking amongst each Dome , knowing which one should fire and--
J	1	J	J		J	0	computer	Most mail readers do not show the header because it contains information that is for computer computer to routing .
J	1	J	J		J	0	computer	In the computer computer to window , type a name for your Ad-Hoc network .
J	1	J	J		J	0	computer	Then choose the desired computer computer to network .
J	1	J	J		J	0	computer	 We digital ( or type on a computer keyboard ) computer computer to -- E mail over the airwaves ,  he said .
J	1	J	J		J	0	computer	Joy envisions a ' near ' Web ( PCs ) , a ' far ' Web ( television and video games ) , a ' weird ' Web ( voice recognition by computers ) , a ' here ' Web ( wireless devices ) , a ' peer-to-peer ' Web ( connecting computer computer to ) and a ' business-to-business ' Web ( e-commerce ) . '
F	1	F	J	F	F	0	concentration	It has been suggested that ratios comparing coprostanol concentration concentration to could be used as a simplified indicator for sewage contamination in river sediment ( Writer , Leener , Barber , Amy . &; Chapra , 1995 ) .
F	1	F	J	F	F	0	concept	But as it progresses , it is the increasingly abstract process of comparing concept to incident and concept concept to that further integrates coding .
J	1	F	J	J?	J	0	concept	Worked example : comparative analysis -- concept concept to 
J	1	F	J	J?	J	0	concept	Moving beyond fragmentation and non-integrated coding * Constant comparative analysis : concept to incidents . * Constant comparative analysis : concept concept to . *
F	1	F	F		F	0	conditions	It may be interesting to determine if differential effects on comprehension and reading conditions conditions to that did not incorporate this component .
F	1	F	F		F	0	consultants	"It was time to do something different . "" # Richmond hired consultants consultants to approached Boggan ."
J	1	J	J		J	0	consumer	But there are plenty of those who do In fact , as you probably know , most social media usage is consumer consumer to and is now more used than e-mail is .
F	1	F	F		F	0	consumers	Alibaba 's online marketplace connects consumers consumers to like eBay Inc. , and China 's vast network of small businesses with a global web of customers and suppliers .
I	1	I	I		I	0	contest	They do all they can to manage the risks . are tried contest contest to , luck ( and usually scores ) favor athletes who land something new .
I	1	I	I		I	0	continent	And we are going to see actually which countries are the hardest hit and what it is like to actually live with HIV as we go continent continent to in our coverage .
I	1	I	I		I	0	contract	I work contract contract to , so I even keep a journal of who is newly wed , who is trying desperately to get pregnant , and which of the slutty girls at the various magazines around town had a drunken weekend .
I	1	I	I		I	0	conversation	He trails Louie around the room , conversation conversation to , explaining that his wife 's is the most marvelous face he 's seen in years and he must be allowed to render her likeness .
J	1	J	J		J	0	cop	I made a promise cop cop to .
J	1	J	J		J	0	cop	Come on , cop cop to .
J	1	J	J		J	0	cop	"cop cop to , Iet "" s just leave it at personal reasons ."
J	1	J	J		J	0	cop	"cop cop to , that subject "" s not open to discussion ."
J	1	J	J		J	0	cop	Just cop cop to , wha ?
J	1	J	J		J	0	cop	He briefly worked on the cop cop to .
J	1	J	J		J	0	cop	But cop cop to ?
I	1	J	I	I	I	0	corner	And so you 've died and are remembered as being rather taciturn , with your cigarettes and long stride , with your unexplained agitation , corner corner to , door to window , cupboard to gramophone .
I	1	J	I	I	I	0	corner	Equalizing diagonal measurements taken corner corner to will assure you 've got 90-degree corners .
F	1	F	F		F	0	corruption	Holiness would be drawn to holiness , corruption corruption to .
F	1	F	F		F	0	costs	Adding waste-related costs costs to of goods sold , rather than to general overhead , will underscore the benefits of pollution prevention and minimization , versus end-of-the-pipe waste treatment .
I	1	I	I		I	0	country	I realized he must have had a little bit of money by going to travelling country country to straight out of college , but he did it for his passion of reporting , of exploring , of learning .
I	1	I	I		I	0	country	How country country to ?
I	1	I	I		I	0	country	Does it vary country country to or is it a standard set by the OECD .
I	1	I	I		I	0	country	I have traveled by plane , Cruise , ferry , train , car ( I mean country country to ) and I love the most is travel by train especially in Europe .
I	1	I	I		I	0	country	Life here is back and forth , country country to , to get anything done .
J	1	I	J	?	J	0	country	But it 's significant that the Dutch have taken their own stocks of Patriot missiles and shipped them country country to to Turkey .
I	1	I	I		I	0	country	So what used to be open kind of borders now becomes country country to to country country to , which is going to be an issue for them .
J	1	J	J		J	0	country	Not with any reminders of any problems with human rights , not with any stern admonitions about the role of women in society , but rather in what Donald Trump has always promised he would be , a kind of negotiating businessman , country country to , almost company to company in a sense .
I	1	I	I		I	0	country	And there is this principle of say , third country , where they do n't get the caravan country country to and state to state , and then go figure out where they want to go .
J	1	I	J	?	J	0	country	I would imagine if you were talking about sort of a country country to investigation into something .
J	1	I	J	J?	J	0	country	When calling country country to , they do n't want to be pestered by various kinds of bills , incompatible equipment and varying levels of customer service .
I	1	I	I		I	0	country	And , Ms. Wittes points out to group , and country country to . 
I	1	I	I		I	0	country	As we traveled country country to .
J	1	J	J		J	0	country	I think that when we compare this kind of judicial review , this kind of access to a corrective measure , to other mechanisms , particularly in country country to disputes , transparency , access to the pleadings , access to the hearings , is very good .
I	1	I	I		I	0	county	Santorum ultimately won the Iowa caucus , with no money , just county county to campaigning .
I	1	J	I	I	I	0	county	Dog bans are enforced county county to here .
I	1	I	I		I	0	county	I think that she continues to go county county to talking about the problems of different roads in that county or jobs in that county and she has done a very effective job of sending her mother around the state .
